"マルチビタミン＆ミネラル
12月,,入庫,出庫,サンプル,在庫,,12月,,入庫,出庫,サンプル,在庫,,12月,,入庫,出庫,サンプル,在庫,,12月,,入庫,出庫,サンプル,在庫,,12月,,入庫,出庫,サンプル,在庫,,12月,,入庫,出庫,サンプル,在庫,,12月,,入庫,出庫,サンプル,在庫
1,月,,44,0,2069,,1,月,,54,0,2114,,1,月,,4,0,461,,1,月,,18,0,1918,,1,月,,90,0,3682,,1,月,,1,0,1209,,1,月,,1,0,510
2,火,,56,0,2013,,2,火,,60,0,2054,,2,火,,25,0,436,,2,火,,6,0,1912,,2,火,4,57,0,3629,,2,火,,1,0,1208,,2,火,,0,0,510
3,水,,52,0,1961,,3,水,,54,0,2000,,3,水,,8,1,427,,3,水,,5,0,1907,,3,水,,38,0,3591,,3,水,,1,0,1207,,3,水,,0,0,510
4,木,,40,0,1921,,4,木,,39,0,1961,,4,木,,2,2,423,,4,木,,7,0,1900,,4,木,,47,23,3521,,4,木,,2,20,1185,,4,木,,0,0,510
5,金,,157,0,1764,,5,金,,158,0,1803,,5,金,,2,0,421,,5,金,,8,0,1892,,5,金,,29,0,3492,,5,金,,0,0,1185,,5,金,,0,0,510
6,土,,,,1764,,6,土,,,,1803,,6,土,,,,421,,6,土,,,,1892,,6,土,,,,3492,,6,土,,,,1185,,6,土,,,,510
7,日,,,,1764,,7,日,,,,1803,,7,日,,,,421,,7,日,,,,1892,,7,日,,,,3492,,7,日,,,,1185,,7,日,,,,510
8,月,,79,0,1685,,8,月,,86,0,1717,,8,月,,6,1,414,,8,月,,18,0,1874,,8,月,,59,2,3431,,8,月,,0,0,1185,,8,月,,1,0,509
9,火,,37,0,1648,,9,火,,35,0,1682,,9,火,,13,0,401,,9,火,,2,0,1872,,9,火,,144,0,3287,,9,火,,0,0,1185,,9,火,,1,0,508
10,水,,42,0,1606,,10,水,,50,1,1631,,10,水,,11,0,390,,10,水,,6,0,1866,,10,水,,142,0,3145,,10,水,,0,0,1185,,10,水,,0,0,508
11,木,,48,0,1558,,11,木,,65,0,1566,,11,木,,29,0,361,,11,木,,14,0,1852,,11,木,,53,10,3082,,11,木,,0,0,1185,,11,木,,0,0,508
12,金,,28,0,1530,,12,金,,30,0,1536,,12,金,,10,1,350,,12,金,,7,0,1845,,12,金,,124,0,2958,,12,金,,12,0,1173,,12,金,,0,0,508
13,土,,,,1530,,13,土,,,,1536,,13,土,,,,350,,13,土,,,,1845,,13,土,,,,2958,,13,土,,,,1173,,13,土,,,,508
14,日,,,,1530,,14,日,,,,1536,,14,日,,,,350,,14,日,,,,1845,,14,日,,,,2958,,14,日,,,,1173,,14,日,,,,508
15,月,,67,0,1463,,15,月,,94,0,1442,,15,月,481,12,0,819,,15,月,,16,0,1829,,15,月,,87,0,2871,,15,月,,0,0,1173,,15,月,,0,0,508
16,火,,82,0,1381,,16,火,,41,0,1401,,16,火,,4,0,815,,16,火,,2,0,1827,,16,火,,54,0,2817,,16,火,,0,0,1173,,16,火,,0,0,508
17,水,,45,0,1336,,17,水,5000,42,0,6359,,17,水,,10,1,804,,17,水,,11,0,1816,,17,水,,49,0,2768,,17,水,,1,0,1172,,17,水,,0,0,508
18,木,,47,1,1288,,18,木,,35,4,6320,,18,木,,4,1,799,,18,木,,13,0,1803,,18,木,,20,0,2748,,18,木,,1,0,1171,,18,木,,0,0,508
19,金,,53,0,1235,,19,金,,83,0,6237,,19,金,,14,2,783,,19,金,,11,0,1792,,19,金,,48,0,2700,,19,金,,6,0,1165,,19,金,,0,0,508
20,土,,,,1235,,20,土,,,,6237,,20,土,,,,783,,20,土,,,,1792,,20,土,,,,2700,,20,土,,,,1165,,20,土,,,,508
21,日,,,,1235,,21,日,,,,6237,,21,日,,,,783,,21,日,,,,1792,,21,日,,,,2700,,21,日,,,,1165,,21,日,,,,508
22,月,2713,53,0,3895,,22,月,,88,0,6149,,22,月,,26,2,755,,22,月,,17,0,1775,,22,月,,60,0,2640,,22,月,,4,0,1161,,22,月,,0,0,508
23,火,,108,0,3787,,23,火,,107,0,6042,,23,火,,3,2,750,,23,火,,5,0,1770,,23,火,,42,0,2598,,23,火,,0,0,1161,,23,火,,1,0,507
24,水,,47,0,3740,,24,水,,43,0,5999,,24,水,,0,0,750,,24,水,,8,0,1762,,24,水,,26,0,2572,,24,水,,0,0,1161,,24,水,,0,0,507
25,木,,87,0,3653,,25,木,,70,0,5929,,25,木,,4,1,745,,25,木,,11,0,1751,,25,木,,43,0,2529,,25,木,,0,2,1159,,25,木,,0,0,507
26,金,,157,0,3496,,26,金,,150,0,5779,,26,金,,9,0,736,,26,金,,6,0,1745,,26,金,,19,0,2510,,26,金,,1,0,1158,,26,金,,1,30,476
27,土,,,,3496,,27,土,,,,5779,,27,土,,,,736,,27,土,,,,1745,,27,土,,,,2510,,27,土,,,,1158,,27,土,,,,476
28,日,,,,3496,,28,日,,,,5779,,28,日,,,,736,,28,日,,,,1745,,28,日,,,,2510,,28,日,,,,1158,,28,日,,,,476
29,月,,,,3496,,29,月,,,,5779,,29,月,,,,736,,29,月,,,,1745,,29,月,,,,2510,,29,月,,,,1158,,29,月,,,,476
30,火,,,,3496,,30,火,,,,5779,,30,火,,,,736,,30,火,,,,1745,,30,火,,,,2510,,30,火,,,,1158,,30,火,,,,476
31,水,,,,3496,,31,水,,,,5779,,31,水,,,,736,,31,水,,,,1745,,31,水,,,,2510,,31,水,,,,1158,,31,水,,,,476
小計,,,1329,1,3496,,小計,,5000,1384,5,5779,,小計,,481,196,14,736,,小計,,0,191,0,1745,,小計,,4,1231,35,2510,,小計,,0,30,22,1158,,小計,,0,5,30,476
合計,,,1330,,3496,,合計,,5000,1389,,5779,,合計,,481,210,,736,,合計,,0,191,,1745,,合計,,4,1266,,2510,,合計,,0,52,,1158,,合計,,0,35,,476
入荷予定日,,,状況,,入庫数,,入荷予定日,,,状況,,入庫数,,入荷予定日,,,状況,,入庫数,,入荷予定日,,,状況,,入庫数,,入荷予定日,,,状況,,入庫数,,入荷予定日,,,状況,,入庫数,,入荷予定日,,,状況,,入庫数
,,,,,,,12/16,,,,,5000,,,,,,,,,,,,,,,,3月,,,,,"10,000",,,,,,,,,2月末,,,,,3333
,,,,,,,4/3,,,,,5000,,2025/12/16→2/26,,,,,960,,,,,　,,,,,,,,,,,,,,,,,,,,,,,
1月→2/5,,,,,"2,719",,7/3,,,,,5000,,2025/12/17→3/13,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026/4、5、6月,,,,,約7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,バルク,,,,,54万粒,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
セティ原料　早めに手配【2.5か月かかる】,,,,,,,,,,,,,,セティ原料手配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※セティ原料は納品したらすぐに次の分を発注しておくこと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
